"","extent","id","area","x","y","lgn.1","lgn.2","lgn.3","lgn.4","lgn.5","lat.1","lat.2","lat.3","lat.4","lat.5","JulesMean","JulesSD","BioMean","BioSD","VisitsMean","VisitsSD"
"57","Blackdown Hills",277066,9313.90384574363,-3.03370751925776,50.9613438332495,-3.03370751925776,-3.03370751925776,-3.0194711107825,-3.0194711107825,-3.03370751925776,50.9613438332495,50.9703319218642,50.9703319218642,50.9613438332495,50.9613438332495,12.2130885377019,1.47536460583127,35.3319777246705,0.869098580158185,23,3.22688067149049
"58","Blackdown Hills",272897,74831.3208596553,-3.09086377730581,50.969816467973,-3.09086377730581,-3.09086377730581,-3.07662477815582,-3.07662477815582,-3.09086377730581,50.969816467973,50.9788045432152,50.9788045432152,50.969816467973,50.969816467973,12.9379170195838,1.06945685500721,39.5066619229573,0.924463953506459,25,3.09948337969103
"59","Blackdown Hills",273939,755946.370508808,-3.0766247775833,50.9699486184346,-3.0766247775833,-3.0766247775833,-3.06238573801575,-3.06238573801575,-3.0766247775833,50.9699486184346,50.9789366934683,50.9789366934683,50.9699486184346,50.9699486184346,8.4830974800512,2.77087538763762,46.5066679874393,1.03119632343016,36,2.64357322833837
"60","Blackdown Hills",274981,272971.543556224,-3.06238567113239,50.9700790334708,-3.06238567113239,-3.06238567113239,-3.04814659167775,-3.04814659167775,-3.06238567113239,50.9700790334708,50.9790671082986,50.9790671082986,50.9700790334708,50.9700790334708,10.0095187437481,2.18891702717272,39.9631789532435,0.878176047864686,43,3.37506307280756
"61","Blackdown Hills",276023,173874.625887035,-3.04814645936294,50.970207713051,-3.04814645936294,-3.04814645936294,-3.0339073405517,-3.0339073405517,-3.04814645936294,50.970207713051,50.9791957876757,50.9791957876757,50.970207713051,50.970207713051,10.8761929010108,1.73714235458986,41.8467485230386,1.18561861588247,44,3.09444312220958
"62","Blackdown Hills",277065,73887.5032766447,-3.03390714368486,50.9703346571451,-3.03390714368486,-3.03390714368486,-3.01966798604753,-3.01966798604753,-3.03390714368486,50.9703346571451,50.9793227315695,50.9793227315695,50.9703346571451,50.9703346571451,10.8185450900908,1.75400750905974,38.1264592885749,0.801501468020667,81,3.40650155894476
"63","Blackdown Hills",278107,213417.487653463,-3.01966772550812,50.9704598657237,-3.01966772550812,-3.01966772550812,-3.00542852957525,-3.00542852957525,-3.01966772550812,50.9704598657237,50.9794479399504,50.9794479399504,50.9704598657237,50.9704598657237,11.6403836032619,1.34071136181298,40.2355566932488,1.04425832239779,59,2.61200823831056
"64","Blackdown Hills",273938,51241.7872648411,-3.07683275063683,50.9789393047726,-3.07683275063683,-3.07683275063683,-3.06259096059407,-3.06259096059407,-3.07683275063683,50.9789393047726,50.9879273656169,50.9879273656169,50.9789393047726,50.9789393047726,13.747314551061,1.56428820091386,40.4965830864986,1.05797380799554,24,3.95429362634166
"65","Blackdown Hills",274980,14165.8646569499,-3.06259089554743,50.9790697613821,-3.06259089554743,-3.06259089554743,-3.04834906558431,-3.04834906558431,-3.06259089554743,50.9790697613821,50.9880578220205,50.9880578220205,50.9790697613821,50.9790697613821,8.92168079419875,2.50109474362578,41.1352319993638,1.13346086910815,30,2.72939741621142
"66","Blackdown Hills",276022,277031.209450475,-3.04834893506843,50.9791984819826,-3.04834893506843,-3.04834893506843,-3.0341070657159,-3.0341070657159,-3.04834893506843,50.9791984819826,50.9881865424179,50.9881865424179,50.9791984819826,50.9791984819826,10.3470436174478,1.85637867970212,34.9924543905642,1.01998563656637,26,3.35628065743013
